Title,Genre,Year,Rating
Honest Thief,['Thriller'],2020,6
31,"['Horror', 'Thriller']",2016,5
Last Survivors,"['Sci-Fi', 'Thriller']",2021,4.7
Witch Hunt,"['Fantasy', 'Horror', 'Thriller']",2021,4.5
Happily Never After,['Thriller'],2022,5.7
Mom and Dad,"['Comedy', 'Horror', 'Thriller']",2017,5.5
To Catch a Thief,"['Mystery', 'Romance', 'Thriller']",1955,7.4
O2,['Thriller'],2022,5.4
The Grudge,"['Horror', 'Mystery', 'Thriller']",2004,5.9
Vacancy,"['Horror', 'Thriller']",2007,6.2
Off Season,"['Horror', 'Mystery', 'Thriller']",#N/A,0
The Loft,"['Mystery', 'Romance', 'Thriller']",2014,6.3
The Family,"['Comedy', 'Crime', 'Thriller']",2013,6.3
The Ward,"['Horror', 'Mystery', 'Thriller']",2010,5.5
The Haunting,"['Fantasy', 'Horror', 'Mystery']",1999,5
Taking Lives,"['Crime', 'Mystery', 'Thriller']",2004,6.2
Cujo,"['Horror', 'Thriller']",1983,6
The Gateway,['Thriller'],2021,4.8
Cat People,"['Fantasy', 'Horror', 'Thriller']",1982,6.2
Dead Calm,"['Horror', 'Thriller']",1989,6.8
Insidious: Chapter 2,"['Horror', 'Mystery', 'Thriller']",2013,6.5
The Quarry,"['Crime', 'Mystery', 'Thriller']",2020,5.4
Exam,"['Mystery', 'Thriller']",2009,6.8
Gretel & Hansel,"['Fantasy', 'Horror', 'Mystery']",2020,5.4
Anon,"['Crime', 'Sci-Fi', 'Thriller']",2018,6.1
Dead Silence,"['Horror', 'Mystery', 'Thriller']",2007,6.1
Drop Dead Gorgeous,"['Comedy', 'Romance', 'Thriller']",1999,6.6
Insidious: The Last Key,"['Horror', 'Mystery', 'Thriller']",2018,5.7
The Texas Chainsaw Massacre: The Beginning,"['Horror', 'Thriller']",2006,5.8
Out of Death,"['Crime', 'Thriller']",2021,3.2
Titanic 666,"['Horror', 'Thriller']",2022,4.5
Midnight,"['Crime', 'Thriller']",2021,6.4
The Possession of Hannah Grace,"['Horror', 'Mystery', 'Thriller']",2018,5.2
In the Tall Grass,"['Horror', 'Mystery', 'Sci-Fi']",2019,5.4
Wolf Creek,"['Horror', 'Thriller']",2005,6.2
The Frozen Ground,"['Crime', 'Thriller']",2013,6.4
Mute,"['Mystery', 'Sci-Fi', 'Thriller']",2018,5.4
Unfriended,"['Horror', 'Mystery', 'Thriller']",2014,5.6
Jaws 3-D,"['Adventure', 'Horror', 'Thriller']",1983,3.7
Friday the 13th Part III,"['Horror', 'Thriller']",1982,5.6
Presumed Innocent,"['Mystery', 'Thriller']",1990,6.9
My Bloody Valentine,"['Horror', 'Mystery', 'Thriller']",2009,5.4
In the Cut,"['Mystery', 'Thriller']",2003,5.3
The Banishing,"['Horror', 'Thriller']",2020,4.5
Sinister 2,"['Horror', 'Mystery', 'Thriller']",2015,5.3
Friday the 13th: A New Beginning,"['Horror', 'Mystery', 'Thriller']",1985,4.7
Dial M for Murder,"['Crime', 'Thriller']",1954,8.2
Red 11,"['Horror', 'Sci-Fi', 'Thriller']",2019,4.8
V/H/S,"['Horror', 'Thriller']",2012,5.8
Better Watch Out,"['Comedy', 'Horror', 'Thriller']",2016,6.5
Altered States,"['Horror', 'Sci-Fi', 'Thriller']",1980,6.8
Slender Man,"['Horror', 'Mystery', 'Thriller']",2018,3.2
Murder by Death,"['Comedy', 'Crime', 'Mystery']",1976,7.3
The Ladykillers,"['Comedy', 'Crime', 'Thriller']",2004,6.2
The Blob,"['Horror', 'Sci-Fi', 'Thriller']",1988,6.6
Stay Alive,"['Fantasy', 'Horror', 'Mystery']",2006,5
Saw III,"['Crime', 'Horror', 'Mystery']",2006,6.2
Coming Home in the Dark,"['Crime', 'Horror', 'Thriller']",2021,5.7
Insidious: Chapter 3,"['Horror', 'Mystery', 'Thriller']",2015,6.1
I Spit on Your Grave 2,"['Horror', 'Thriller']",2013,5.6
Serial Mom,"['Comedy', 'Crime', 'Thriller']",1994,6.8
Pacific Heights,['Thriller'],1990,6.4
Clown,"['Horror', 'Thriller']",2014,5.7
Goodnight Mommy,"['Horror', 'Mystery', 'Thriller']",2023,6.7
Goodnight Mommy,"['Crime', 'Drama', 'Mystery']",2023,0
Arachnophobia,"['Comedy', 'Horror', 'Thriller']",1990,6.5
Halloween H20: 20 Years Later,"['Horror', 'Thriller']",1998,5.8
Paradise Hills,"['Fantasy', 'Mystery', 'Sci-Fi']",2019,5.3
V/H/S/94,"['Horror', 'Mystery', 'Thriller']",2021,5.4
The Number 23,"['Crime', 'Mystery', 'Thriller']",2007,6.4
Personal Shopper,"['Mystery', 'Thriller']",2016,6.1
The Voices,"['Comedy', 'Crime', 'Fantasy']",2014,6.3
The Invasion,"['Sci-Fi', 'Thriller']",2007,5.9
The Pale Blue Eye,"['Crime', 'Horror', 'Mystery']",2022,0
The Third Man,"['Film-Noir', 'Mystery', 'Thriller']",1949,8.1
Looking Glass,"['Mystery', 'Thriller']",2018,4.6
Disturbing Behavior,"['Horror', 'Mystery', 'Sci-Fi']",1998,5.6
In the Earth,"['Horror', 'Mystery', 'Sci-Fi']",2021,5.2
Mission to Mars,"['Adventure', 'Sci-Fi', 'Thriller']",2000,5.6
Shallow Grave,"['Crime', 'Thriller']",1994,7.3
Idle Hands,"['Comedy', 'Fantasy', 'Horror']",1999,6.2
Silent Hill: Revelation,"['Horror', 'Mystery', 'Thriller']",2012,4.9
Birdemic: Shock and Terror,"['Horror', 'Thriller']",2010,1.7
2010: The Year We Make Contact,"['Adventure', 'Mystery', 'Sci-Fi']",1984,6.7
Gothika,"['Horror', 'Mystery', 'Thriller']",2003,5.8
Wired Shut,"['Horror', 'Thriller']",2021,6.1
The Void,"['Horror', 'Mystery', 'Sci-Fi']",2016,5.8
Even Lambs Have Teeth,"['Horror', 'Thriller']",2015,5.1
False Positive,"['Horror', 'Mystery', 'Thriller']",2021,4.7
The Love Witch,"['Comedy', 'Horror', 'Romance']",2016,6.2
The Midnight Meat Train,"['Horror', 'Mystery', 'Thriller']",2008,6
Pieces,"['Horror', 'Mystery', 'Thriller']",#N/A,6
Pieces,"['Crime', 'Drama', 'Thriller']",#N/A,0
The Missing,"['Adventure', 'Thriller', 'Western']",2003,6.5
The Roommate,['Thriller'],2011,4.8
They/Them,"['Horror', 'Thriller']",2022,0
Runner Runner,"['Crime', 'Thriller']",2013,5.6
Friday the 13th Part VI: Jason Lives,"['Horror', 'Thriller']",1986,6
Where the Truth Lies,"['Crime', 'Mystery', 'Thriller']",2005,6.5
Bride of Chucky,"['Comedy', 'Horror', 'Thriller']",1998,5.5
Peter Five Eight,['Thriller'],2022,0
Friday the 13th Part VIII: Jason Takes Manhattan,"['Adventure', 'Horror', 'Thriller']",1989,4.5
Murder by Numbers,"['Crime', 'Mystery', 'Thriller']",2002,6.1
Ouija,"['Horror', 'Mystery', 'Thriller']",2014,4.5
Great White,"['Horror', 'Thriller']",2021,4.1
The Relic,"['Horror', 'Mystery', 'Sci-Fi']",1997,5.8
Immanence,"['Horror', 'Mystery', 'Thriller']",2022,3.4
Mindhunters,"['Crime', 'Horror', 'Thriller']",2004,6.3
MK Ultra,['Thriller'],2022,0
The People Under the Stairs,"['Comedy', 'Horror', 'Mystery']",1991,6.4
Zone 414,"['Sci-Fi', 'Thriller']",2021,4.9
Halloween III: Season of the Witch,"['Horror', 'Mystery', 'Sci-Fi']",1982,5
When a Stranger Calls,"['Horror', 'Thriller']",2006,5.1
Now You See Me 3,"['Crime', 'Thriller']",,0
Bhool Bhulaiyaa,"['Comedy', 'Horror', 'Mystery']",2007,7.4
Stir of Echoes,"['Horror', 'Mystery', 'Thriller']",1999,6.9
The Super,"['Horror', 'Thriller']",2017,5.6
A Fall from Grace,['Thriller'],2020,5.8
Felon,"['Crime', 'Thriller']",2008,7.4
Haunt,"['Horror', 'Thriller']",2019,6.2
The Possession,"['Horror', 'Mystery', 'Thriller']",2012,5.9
Friday the 13th Part VII: The New Blood,"['Horror', 'Thriller']",1988,5.2
Tales from the Darkside: The Movie,"['Comedy', 'Fantasy', 'Horror']",1990,6.2
The Poison Rose,"['Crime', 'Mystery', 'Thriller']",2019,4.7
Secret Obsession,['Thriller'],2019,4.4
Hellbound: Hellraiser II,"['Horror', 'Thriller']",1988,6.4
Barbarians,['Thriller'],2021,4.7
Gremlins 3,"['Comedy', 'Fantasy', 'Horror']",2023,0
The Unborn,"['Horror', 'Mystery', 'Thriller']",2009,4.7
The Lords of Salem,"['Horror', 'Thriller']",2012,5.1
Andhadhun,"['Comedy', 'Crime', 'Music']",2018,8.2
Shelby Oaks,"['Horror', 'Thriller']",,0
Leatherface,"['Crime', 'Horror', 'Thriller']",2017,5
The Beta Test,"['Comedy', 'Horror', 'Thriller']",2021,6.1
Poker Face,['Thriller'],2022,0
Violent Night,"['Action', 'Comedy', 'Thriller']",2022,0
The Boy Behind the Door,"['Horror', 'Mystery', 'Thriller']",2020,5.6
Following,"['Crime', 'Mystery', 'Thriller']",1998,7.5
Arkansas,"['Crime', 'Thriller']",2020,6
Righteous Kill,"['Crime', 'Mystery', 'Thriller']",2008,6
Wayward,['Thriller'],2022,7.3
Embrace of the Vampire,"['Horror', 'Thriller']",1995,4.3
Malevolent,"['Horror', 'Mystery', 'Thriller']",2018,4.8
Exit to Eden,"['Comedy', 'Crime', 'Romance']",1994,4.2
Child's Play 2,"['Horror', 'Thriller']",1990,5.9
Dark Passage,"['Film-Noir', 'Thriller']",1947,7.5
Very Bad Things,"['Comedy', 'Crime', 'Thriller']",1998,6.3
The Thirteenth Floor,"['Mystery', 'Sci-Fi', 'Thriller']",1999,7
Cold Storage,['Thriller'],#N/A,0
Welcome Home,['Thriller'],2018,5.2
Shutter,"['Horror', 'Mystery', 'Thriller']",2004,7
What Lies Below,"['Horror', 'Mystery', 'Sci-Fi']",2020,4.3
Paydirt,"['Crime', 'Thriller']",2020,3.9
Get Shorty,"['Comedy', 'Crime', 'Thriller']",1995,6.9
King of New York,"['Crime', 'Thriller']",1990,6.9
Jumpin' Jack Flash,"['Comedy', 'Romance', 'Thriller']",1986,5.9
Pixie,"['Comedy', 'Crime', 'Thriller']",2020,5.8
Splinter,"['Horror', 'Sci-Fi', 'Thriller']",2008,6.1
Child's Play 3,"['Horror', 'Thriller']",1991,5.1
Keeping Company,"['Comedy', 'Crime', 'Horror']",2021,5
Club Dread,"['Comedy', 'Horror', 'Mystery']",2004,5.6
Fatman,"['Fantasy', 'Thriller']",2020,5.9
To Have and Have Not,"['Adventure', 'Comedy', 'Film-Noir']",1944,7.8
Ghosts of War,"['Horror', 'Thriller', 'War']",2020,5.5
Unfriended: Dark Web,"['Horror', 'Mystery', 'Thriller']",2018,6
Pulse,"['Horror', 'Mystery', 'Sci-Fi']",2006,6.5
Pulse,"['Horror', 'Sci-Fi', 'Thriller']",2006,4.7
Thunderheart,"['Crime', 'Mystery', 'Thriller']",1992,6.8
Saturn 3,"['Adventure', 'Horror', 'Sci-Fi']",1980,5.1
Pretty Poison,"['Comedy', 'Crime', 'Romance']",1968,7
Tau,"['Sci-Fi', 'Thriller']",2018,5.8
Jason Goes to Hell: The Final Friday,"['Fantasy', 'Horror', 'Thriller']",1993,4.1
Halloween: The Curse of Michael Myers,"['Horror', 'Thriller']",1995,4.7
Dementia 13,"['Horror', 'Thriller']",1963,5.7
In the Forest,"['Horror', 'Thriller']",2022,3.7
Beyond the Black Rainbow,"['Horror', 'Sci-Fi', 'Thriller']",2010,5.9
Seed of Chucky,"['Comedy', 'Horror', 'Thriller']",2004,4.8
Halloween: Resurrection,"['Horror', 'Thriller']",2002,3.9
Happy Death Day 2U,"['Comedy', 'Horror', 'Mystery']",2019,6.2
Frank and Penelope,['Thriller'],2022,8
Stage Fright,"['Film-Noir', 'Mystery', 'Thriller']",1950,7
No One Lives,"['Horror', 'Thriller']",2012,5.9
Deadly Blessing,"['Horror', 'Thriller']",1981,5.5
I Know Who Killed Me,"['Horror', 'Mystery', 'Thriller']",2007,3.6
Zeros and Ones,"['Thriller', 'War']",2021,3.3
Psycho II,"['Crime', 'Horror', 'Mystery']",1983,6.5
The Sand,"['Comedy', 'Horror', 'Sci-Fi']",2015,3.8
She Will,['Thriller'],2021,6
The River Wild,"['Adventure', 'Crime', 'Thriller']",1994,6.4
Deep in the Forest,['Thriller'],2021,2.8
Would You Rather,"['Horror', 'Thriller']",2012,5.7
Poltergeist III,"['Horror', 'Thriller']",1988,4.6
Halloween 4: The Return of Michael Myers,"['Horror', 'Thriller']",1988,5.8
Asking for It,['Thriller'],2021,2.9
Prophecy,"['Horror', 'Sci-Fi', 'Thriller']",1979,5.5
The Prodigy,"['Fantasy', 'Horror', 'Mystery']",2019,5.8
Blair Witch,"['Horror', 'Mystery', 'Thriller']",2016,5
Follow Me,"['Adventure', 'Horror', 'Mystery']",2020,5.4
The Fury,"['Horror', 'Sci-Fi', 'Thriller']",1978,6.3
The Darkness,"['Horror', 'Thriller']",2016,4.4
Happy Birthday to Me,"['Horror', 'Mystery', 'Thriller']",1981,6
Caveat,"['Horror', 'Thriller']",2020,5.9
Land of the Dead,"['Horror', 'Sci-Fi', 'Thriller']",2005,6.2
Like Dogs,"['Horror', 'Thriller']",2021,3.9
Wash Me in the River,['Thriller'],2022,0
Hell Fest,"['Horror', 'Thriller']",2018,5.5
The Descent: Part 2,"['Adventure', 'Horror', 'Thriller']",2009,5.7
Grand Isle,['Thriller'],2019,4.6
Kolobos,"['Horror', 'Mystery', 'Thriller']",1999,5.2
Malibu Express,"['Comedy', 'Crime', 'Mystery']",1985,4.8
The Lazarus Effect,"['Horror', 'Mystery', 'Sci-Fi']",2015,5.2
Between Worlds,"['Fantasy', 'Thriller']",2018,4
St. Agatha,"['Horror', 'Thriller']",2018,4.9
Perfect Stranger,"['Crime', 'Mystery', 'Thriller']",2007,5.7
Pussy Island,['Thriller'],,0
The Two Faces of January,"['Romance', 'Thriller']",2014,6.2
Turistas,"['Horror', 'Mystery', 'Thriller']",2006,5.4
The Arrival,"['Mystery', 'Sci-Fi', 'Thriller']",1996,6.2
Surge,['Thriller'],2020,6.1
I Spit on Your Grave: Deja Vu,"['Horror', 'Thriller']",2019,2.4
The Wedding Guest,['Thriller'],2018,5.8
Fatale,['Thriller'],2020,5.4
Seconds,"['Sci-Fi', 'Thriller']",1966,7.6
Cop Car,"['Crime', 'Thriller']",2015,6.3
Bacurau,"['Adventure', 'Horror', 'Mystery']",2019,7.3
God Is a Bullet,"['Crime', 'Thriller']",,0
Bad Samaritan,"['Crime', 'Horror', 'Thriller']",2018,6.4
Cat's Eye,"['Comedy', 'Horror', 'Thriller']",1985,6.3
The Block Island Sound,"['Horror', 'Mystery', 'Sci-Fi']",2020,5.3
The Fanatic,"['Crime', 'Thriller']",2019,4.1
Frenzy,['Thriller'],1972,7.4
A Thousand Little Cuts,['Thriller'],2022,4.8
Prom Night,"['Horror', 'Mystery', 'Thriller']",1980,5.3
Vanishing on 7th Street,"['Horror', 'Mystery', 'Thriller']",2010,4.8
Dangerous Lies,['Thriller'],2020,5.3
Halloween 5: The Revenge of Michael Myers,"['Horror', 'Thriller']",1989,5
Don't Be Afraid of the Dark,"['Fantasy', 'Horror', 'Thriller']",2010,5.5
Young Sherlock Holmes,"['Adventure', 'Fantasy', 'Mystery']",1985,6.8
Arsenic and Old Lace,"['Comedy', 'Crime', 'Thriller']",1943,7.9
Hatchet,"['Comedy', 'Horror', 'Thriller']",2006,5.6
Play Motel,"['Crime', 'Horror', 'Mystery']",1979,4.8
Time Lapse,"['Horror', 'Sci-Fi', 'Thriller']",2014,6.5
The Grudge 2,"['Horror', 'Thriller']",2006,5
Malice,"['Crime', 'Mystery', 'Thriller']",1993,6.4
Son,"['Horror', 'Thriller']",2021,5.6
Exploited,['Thriller'],2022,3.8
Roar,"['Adventure', 'Comedy', 'Thriller']",1981,6.2
Cure,"['Crime', 'Horror', 'Mystery']",1997,7.4
Nanny,"['Horror', 'Thriller']",2022,6.2
12 Feet Deep,"['Horror', 'Thriller']",2017,5.4
Skinwalker Ranch,"['Horror', 'Mystery', 'Sci-Fi']",2013,5
Catch the Fair One,"['Crime', 'Thriller']",2021,6.3
Impetigore,"['Horror', 'Mystery', 'Thriller']",2019,6.6
Forensic,"['Crime', 'Thriller']",2022,6.2
An American Werewolf in Paris,"['Comedy', 'Fantasy', 'Horror']",1997,5.1
Sethurama Iyer CBI,"['Mystery', 'Thriller']",2004,7.2
The House on Sorority Row,"['Horror', 'Mystery', 'Thriller']",1982,5.9
Untitled George Clooney/Brad Pitt/Jon Watts Project,['Thriller'],,0
Boys of Summer,['Thriller'],2022,0
Barbarian,"['Horror', 'Thriller']",2022,0
Niagara,"['Film-Noir', 'Thriller']",1953,7
Shadow of a Doubt,"['Film-Noir', 'Thriller']",1943,7.8
Throw Momma from the Train,"['Comedy', 'Crime', 'Thriller']",1987,6.3
Delirium,"['Horror', 'Mystery', 'Thriller']",2018,5.6
Delirium,"['Horror', 'Thriller']",2018,5.7
Love Lies Bleeding,"['Romance', 'Thriller']",,0
Knives Out 3,['Thriller'],2024,0
The Prowler,"['Horror', 'Mystery', 'Thriller']",1981,5.9
The Hunting,"['Horror', 'Mystery', 'Thriller']",2021,2.9
Curse of Chucky,"['Horror', 'Thriller']",2013,5.6
The Open House,"['Horror', 'Thriller']",2018,3.3
Quarantine,"['Horror', 'Sci-Fi', 'Thriller']",2008,5.9
Finding Jesus,"['Animation', 'Family', 'Fantasy']",2020,1
Big Trouble,"['Comedy', 'Crime', 'Thriller']",2002,6.4
The Aviary,['Thriller'],2022,4.1
The Owners,"['Comedy', 'Crime', 'Horror']",2020,4.9
True to the Game,"['Crime', 'Thriller']",2017,5.1
Wait Until Dark,['Thriller'],1967,7.7
The Sacrament,"['Horror', 'Thriller']",2013,6
Duplicity,"['Comedy', 'Crime', 'Romance']",2009,6.1
Something Wicked This Way Comes,"['Fantasy', 'Mystery', 'Thriller']",1983,6.7
Eaten Alive,"['Horror', 'Thriller']",1976,5.5
Curtains,"['Horror', 'Mystery', 'Thriller']",1983,5.6
Behind the Mask: The Rise of Leslie Vernon,"['Comedy', 'Horror', 'Thriller']",2006,6.7
Sushi Girl,"['Crime', 'Mystery', 'Thriller']",2012,6
Foul Play,"['Comedy', 'Mystery', 'Thriller']",1978,6.8
Poker Night,"['Crime', 'Mystery', 'Thriller']",2014,6.2
Fright Night Part 2,"['Comedy', 'Horror', 'Thriller']",1988,5.9
Journal 64,"['Crime', 'Mystery', 'Thriller']",2018,7.4
The Hidden,"['Horror', 'Sci-Fi', 'Thriller']",1987,7
Elizabeth Harvest,"['Horror', 'Sci-Fi', 'Thriller']",2018,5.8
Spellbound,"['Film-Noir', 'Mystery', 'Romance']",1945,7.5
Phantoms,"['Horror', 'Sci-Fi', 'Thriller']",1998,5.4
True to the Game 2,['Thriller'],2020,3.9
Cult of Chucky,"['Horror', 'Thriller']",2017,5.2
Profile,"['Mystery', 'Thriller']",2018,6.7
The Toolbox Murders,"['Horror', 'Mystery', 'Thriller']",1978,5.2
Futureworld,"['Sci-Fi', 'Thriller']",1976,5.7
Unsheltered,['Thriller'],2022,3.7
Nancy Drew,"['Comedy', 'Crime', 'Family']",2007,5.9
The Arbors,"['Sci-Fi', 'Thriller']",2020,4
Death of Me,"['Horror', 'Mystery', 'Thriller']",2020,4.4
They're Playing with Fire,"['Crime', 'Horror', 'Thriller']",1984,5.1
Mad Money,"['Comedy', 'Crime', 'Thriller']",2008,5.8
Screamers,"['Horror', 'Sci-Fi', 'Thriller']",1995,6.3
13 Sins,"['Horror', 'Thriller']",2014,6.3
Siren,"['Horror', 'Mystery', 'Thriller']",2016,5.3
Pet,"['Horror', 'Thriller']",2016,5.7
Suspicion,"['Film-Noir', 'Mystery', 'Thriller']",1941,7.3
Come to Daddy,"['Comedy', 'Horror', 'Mystery']",2019,6
Swallowed,"['Horror', 'Thriller']",2022,6.3
That Darn Cat!,"['Comedy', 'Crime', 'Family']",1965,6.7
Just Before Dawn,"['Horror', 'Thriller']",1981,6.1
High Anxiety,"['Comedy', 'Mystery', 'Thriller']",1977,6.6
The Vigil,"['Horror', 'Mystery', 'Thriller']",2019,5.8
The First Power,"['Crime', 'Horror', 'Thriller']",1990,5.7
Kurup,"['Biography', 'Crime', 'Thriller']",2021,7.1
Friend Request,"['Horror', 'Mystery', 'Thriller']",2016,5.2
Diva,"['Comedy', 'Crime', 'Music']",1981,7.2
The Fetus,"['Horror', 'Thriller']",,0
The Limehouse Golem,"['Crime', 'Mystery', 'Thriller']",2016,6.3
V/H/S/2,"['Horror', 'Thriller']",2013,6
The Brass Teapot,"['Comedy', 'Fantasy', 'Thriller']",2012,6.3
YellowBrickRoad,"['Horror', 'Thriller']",2010,4.7
Kidnapping Stella,"['Crime', 'Thriller']",2019,4.9
The Fourth Protocol,['Thriller'],1987,6.5
Sisters,"['Horror', 'Mystery', 'Thriller']",1972,6.9
Colossus: The Forbin Project,"['Sci-Fi', 'Thriller']",1970,7.1
Superhost,"['Horror', 'Thriller']",2021,5.5
Brainstorm,"['Sci-Fi', 'Thriller']",1983,6.4
Antiviral,"['Horror', 'Mystery', 'Sci-Fi']",2012,5.7
Book of Shadows: Blair Witch 2,"['Adventure', 'Fantasy', 'Horror']",2000,4
The Neighbor,"['Romance', 'Thriller']",2017,4.9
Two Hands,"['Comedy', 'Crime', 'Thriller']",1999,7
Traffik,['Thriller'],2018,5.9
The 39 Steps,"['Crime', 'Mystery', 'Thriller']",1935,7.6
Exorcist: The Beginning,"['Horror', 'Mystery', 'Thriller']",2004,5.1
Cabin Fever,"['Horror', 'Sci-Fi', 'Thriller']",2016,3.7
Gone in the Night,"['Mystery', 'Thriller']",2022,7.7
The Cheap Detective,"['Comedy', 'Crime', 'Mystery']",1978,6.4
Willow Creek,"['Horror', 'Mystery', 'Thriller']",2013,5.1
Memoirs of an Invisible Man,"['Comedy', 'Romance', 'Sci-Fi']",1992,6
Cobweb,"['Horror', 'Thriller']",,0
Master Gardener,['Thriller'],,0
In the Land of Saints and Sinners,['Thriller'],,0
247°F,"['Horror', 'Thriller']",2011,4.8
Apartment 7A,"['Horror', 'Thriller']",,0
Wolf Creek 2,"['Horror', 'Thriller']",2013,6.1
Candyman: Farewell to the Flesh,"['Horror', 'Thriller']",1995,5.2
Clinical,"['Horror', 'Thriller']",2017,5.1
Naked Fear,"['Horror', 'Thriller']",2007,5.1
The Wind,"['Horror', 'Mystery', 'Thriller']",2018,5.5
Amityville: The Awakening,"['Horror', 'Thriller']",2017,4.8
The Last Exorcism,"['Horror', 'Mystery', 'Thriller']",2010,5.7
Grizzly,"['Adventure', 'Horror', 'Thriller']",1976,5.2
A Small Fortune,['Thriller'],2021,5.2
The Trust,"['Crime', 'Thriller']",2016,5.4
The Tutor,"['Mystery', 'Thriller']",#N/A,0
Infinity Pool,"['Horror', 'Mystery', 'Sci-Fi']",,0
P2,"['Crime', 'Horror', 'Thriller']",2007,5.9
Project Ithaca,"['Horror', 'Sci-Fi', 'Thriller']",2019,4
Home Sweet Hell,"['Comedy', 'Crime', 'Thriller']",2015,5.5
Honeymoon in Vegas,"['Comedy', 'Romance', 'Thriller']",1992,5.8
Leatherface: Texas Chainsaw Massacre III,"['Horror', 'Thriller']",1990,5
The Curse of Sleeping Beauty,"['Fantasy', 'Horror', 'Mystery']",2016,4.3
Last Moment of Clarity,['Thriller'],2020,5.1
In Darkness,"['Mystery', 'Thriller']",2018,5.7
Noroi,"['Horror', 'Mystery', 'Thriller']",2005,6.9
Death Game,['Thriller'],1977,5.3
Ice Cream Man,"['Comedy', 'Horror', 'Thriller']",1995,4.7
Bereavement,"['Crime', 'Horror', 'Thriller']",2010,5
Captivity,"['Crime', 'Horror', 'Mystery']",2007,4.6
Eyes of Laura Mars,"['Mystery', 'Thriller']",1978,6.1
The Djinn,"['Horror', 'Thriller']",2021,4.8
The Huntress of Auschwitz,"['Horror', 'Thriller', 'War']",2022,2.2
Kiss Me Deadly,"['Crime', 'Film-Noir', 'Mystery']",1955,7.5
Black Butterfly,['Thriller'],2017,6.1
Cry Terror!,"['Crime', 'Film-Noir', 'Thriller']",1958,6.6
Five Graves to Cairo,"['Thriller', 'War']",1943,7.3
He Knows You're Alone,"['Horror', 'Thriller']",1980,5
Lord of Illusions,"['Horror', 'Mystery', 'Thriller']",1995,6
Slaughter High,"['Horror', 'Thriller']",1986,5.3
Quarantine 2: Terminal,"['Horror', 'Sci-Fi', 'Thriller']",2011,5.2
The Perfect Guy,['Thriller'],2015,5.6
Infinity Chamber,"['Sci-Fi', 'Thriller']",2016,6.2
The Coldest Game,"['History', 'Sport', 'Thriller']",2019,6.2
Yakuza Princess,['Thriller'],2021,4.6
Mona Lisa and the Blood Moon,"['Fantasy', 'Mystery', 'Thriller']",2021,6.5
Huda's Salon,['Thriller'],2021,6
The Last Days on Mars,"['Adventure', 'Horror', 'Sci-Fi']",2013,5.5
The Man with One Red Shoe,"['Comedy', 'Thriller']",1985,5.7
Beneath the Surface,"['Mystery', 'Thriller']",2022,2.6
Beyond White Space,"['Sci-Fi', 'Thriller']",2018,4.5
"Silent Night, Deadly Night","['Horror', 'Thriller']",1984,5.8
The Dream Team,"['Comedy', 'Crime', 'Thriller']",1989,6.5
Killing Ground,"['Horror', 'Thriller']",2016,5.8
All Fun and Games,['Thriller'],,0
Strangeland,"['Horror', 'Thriller']",1998,5
Burnt Offerings,"['Horror', 'Mystery', 'Thriller']",1976,6.4
Shocker,"['Comedy', 'Horror', 'Thriller']",1989,5.4
The Big Heat,"['Crime', 'Film-Noir', 'Thriller']",1953,7.9
Piercing,"['Horror', 'Mystery', 'Thriller']",2018,5.5
Sniff,['Thriller'],2022,0
Chernobyl Diaries,"['Horror', 'Mystery', 'Thriller']",2012,5
Student Body,"['Horror', 'Thriller']",2022,4.3
Eye of the Needle,"['Romance', 'Thriller', 'War']",1981,7.1
Mindhorn,"['Comedy', 'Thriller']",2016,6.3
The Reaping,"['Horror', 'Thriller']",2007,5.6
Strange But True,['Thriller'],2019,5.9
The Bay,"['Horror', 'Sci-Fi', 'Thriller']",2012,5.7
Girls Nite Out,"['Horror', 'Mystery', 'Thriller']",1982,4.7
Switchback,"['Crime', 'Mystery', 'Thriller']",1997,6.4
The Pyramid,"['Horror', 'Mystery', 'Thriller']",2014,4.6
Save Me,"['Mystery', 'Thriller']",1994,4
Motel Hell,"['Comedy', 'Horror', 'Thriller']",1980,6
Monster Party,"['Comedy', 'Horror', 'Thriller']",2018,5.5
Buried Alive,"['Horror', 'Thriller']",1989,4.2
"Farewell, My Lovely","['Crime', 'Mystery', 'Thriller']",1975,7
The Ravine,"['Mystery', 'Thriller']",2021,4.6
Losing Control,"['Mystery', 'Romance', 'Thriller']",1998,4.2
Freegard,['Thriller'],2022,0
Stand Up Guys,"['Comedy', 'Crime', 'Thriller']",2012,6.4
Death Ship,"['Adventure', 'Horror', 'Mystery']",1980,4.8
Cherry Falls,"['Horror', 'Mystery', 'Thriller']",2000,5.2
Rupture,"['Horror', 'Sci-Fi', 'Thriller']",2016,4.8
He's Out There,"['Horror', 'Thriller']",2018,5.2
Dashcam,"['Horror', 'Thriller']",2021,4.8
The Mysterious Dr. Fu Manchu,"['Crime', 'Romance', 'Thriller']",1929,6.2
The Watcher in the Woods,"['Family', 'Horror', 'Mystery']",1980,6.1
The Humanity Bureau,"['Sci-Fi', 'Thriller']",2017,4.6
Hideout,"['Horror', 'Mystery', 'Thriller']",2021,4.9
Oru CBI Diary Kurippu,"['Mystery', 'Thriller']",1988,8.2
Jeruzalem,"['Horror', 'Sci-Fi', 'Thriller']",2015,4.8
Deathtrap,"['Comedy', 'Crime', 'Mystery']",1982,7
