Title,Genre,Year,Rating
Far Out,"['Action', 'Comedy', 'Crime']",2015,7.2
Goma-2,"['Action', 'Drama']",1984,5
Marabahaya Underground,"['Action', 'Comedy']",2021,4.2
Argo,"['Comedy', 'Action']",2004,7
Teraa Surroor,"['Action', 'Drama', 'Romance']",2016,2.7
No Code of Conduct,"['Action', 'Crime', 'Drama']",1998,4.7
Drums of Fu Manchu,"['Action', 'Adventure', 'Crime']",1940,6.9
Scream Free!,"['Action', 'Drama']",1969,5.5
Cabal,"['Action', 'Comedy', 'Horror']",2020,2.2
Grindsploitation,"['Action', 'Crime', 'Horror']",2016,4.4
Steel Sharks,['Action'],1997,4.1
Fever Heat,"['Action', 'Drama']",1968,6.6
The Fifth Commandment,"['Action', 'Comedy', 'Crime']",2008,4.5
Emmanuelle Through Time: Rod Steele 0014 & Naked Agent 0069,"['Action', 'Fantasy']",2012,5.9
Last Flight to Abuja,"['Action', 'Drama', 'Thriller']",2012,4.5
Bad Boy II,"['Action', 'Drama']",1992,5.9
Garrison 7: The Fallen,"['Action', 'Adventure', 'Drama']",,0
Odeya,"['Action', 'Drama']",2019,3.8
Westbound,"['Action', 'Romance', 'War']",1958,6.5
Kiltro,"['Action', 'Comedy', 'Drama']",2006,5.6
Ark,"['Animation', 'Action', 'Drama']",2005,5.9
The Home,"['Action', 'Fantasy', 'Horror']",#N/A,0
The Home,"['Horror', 'Thriller']",#N/A,0
Hoodrats 2: Hoodrat Warriors,['Action'],2008,3.1
Rocky Mental,"['Action', 'Drama', 'Thriller']",2017,5.1
Balwaan,"['Action', 'Adventure']",1992,4.4
Amityville Island,"['Action', 'Adventure', 'Horror']",2020,1.8
129,"['Action', 'Drama', 'Sci-Fi']",2022,0
Trust No 1,['Action'],2019,2.6
Die Wilden Kerle 5,"['Action', 'Adventure', 'Family']",2008,3.5
Azumi 2: Death or Love,['Action'],2005,6.2
Stir,"['Action', 'Drama', 'Thriller']",1980,6.9
Consequence,"['Action', 'Thriller']",2003,4.9
Cybernator,"['Action', 'Sci-Fi']",1991,2.6
Merry Men: The Real Yoruba Demons,"['Action', 'Comedy']",2018,4.8
Fist Fighter,"['Action', 'Drama', 'Sport']",1988,4.7
Anche per Django le carogne hanno un prezzo,"['Action', 'Romance', 'Western']",1971,3.6
Cold War III,['Action'],,0
Against the Law,"['Action', 'Crime', 'Thriller']",1997,4.1
The Set Up,"['Action', 'Drama', 'Thriller']",1995,4.8
The Artist,"['Action', 'Comedy']",#N/A,0
Mirage,"['Action', 'Horror', 'Thriller']",1990,5.2
Mirage,"['Drama', 'Fantasy', 'Mystery']",1990,7.4
Five Nights at Freddy's: Forgotten Memories,"['Action', 'Horror', 'Mystery']",2017,7
Zombinatrix,"['Action', 'Drama', 'Horror']",,0
A Round Trip to Love,"['Action', 'Drama', 'Romance']",2016,7.6
Bhaag Johnny,"['Action', 'Fantasy', 'Thriller']",2015,5.1
Dragon Soldiers,"['Action', 'Fantasy']",2020,3.2
Viktor,"['Action', 'Drama', 'Thriller']",2014,3.8
Aadhavan,"['Action', 'Comedy']",2009,5.4
Roadkill,"['Action', 'Drama', 'Thriller']",#N/A,0
Unmasking the Idol,"['Action', 'Adventure']",1986,4.9
Amarkalam,"['Action', 'Drama', 'Romance']",1999,7.3
Diplomatic Immunity,"['Action', 'Drama', 'Thriller']",1991,4.5
Sagardwipey Jawker Dhan,"['Action', 'Adventure', 'Mystery']",2017,5.2
Starforce,"['Action', 'Sci-Fi', 'Thriller']",2000,4.4
Invisible Stripes,"['Action', 'Crime', 'Drama']",1939,6.7
Art Heist,"['Action', 'Crime', 'Thriller']",2004,4.3
Termite: The Walls Have Eyes,"['Action', 'Drama', 'Mystery']",2011,3.2
Zombie Massacre,"['Action', 'Horror', 'Sci-Fi']",2013,2.4
Deadline Auto Theft,"['Action', 'Comedy', 'Drama']",1983,5.3
I - Proud to be an Indian,"['Action', 'Crime', 'Drama']",2004,6.1
Kuch Tum Kaho Kuch Hum Kahein,"['Action', 'Drama', 'Romance']",2002,5.9
Ghatak,"['Action', 'Drama', 'Musical']",2006,6.7
Veer,"['Action', 'Adventure', 'Drama']",2010,4.6
Five Golden Dragons,"['Action', 'Adventure', 'Comedy']",1967,4.9
Graves,"['Action', 'Crime', 'Drama']",2022,3.6
Pokkiri,"['Action', 'Crime', 'Thriller']",2007,7.5
Khiladiyon Ka Khiladi,"['Action', 'Crime', 'Drama']",1996,6
Trishul,"['Action', 'Drama', 'Musical']",1978,7.6
The White Death,['Action'],,0
Tridev,"['Action', 'Crime', 'Drama']",1989,6.5
Borsalino and Co.,"['Action', 'Crime', 'Drama']",1974,6.3
Bhajarangi,"['Action', 'Fantasy']",2013,5.7
Mere Jeevan Saathi,"['Drama', 'Adventure', 'Action']",1972,6.8
Brown of Harvard,"['Action', 'Drama', 'Romance']",1926,6.2
Masamang damo,['Action'],1996,3.6
La caja 507,"['Action', 'Adventure', 'Crime']",2002,6.8
Piranha,"['Action', 'Adventure', 'Drama']",1972,2.8
Sikander,"['Action', 'Crime', 'Drama']",2013,7.3
Eruption: LA,"['Action', 'Adventure', 'Sci-Fi']",2018,3.4
The Roller Blade Seven,"['Action', 'Sci-Fi']",1991,2.1
Mayday,"['Action', 'Drama', 'Horror']",2019,3.6
El rey de oros,"['Drama', 'Action', 'Romance']",1984,6.5
Auzaar,"['Action', 'Drama', 'Musical']",1997,4.5
The Gatling Gun,"['Action', 'Drama', 'Western']",1971,4.9
Shikari: The Hunter,"['Action', 'Adventure']",1991,5.9
Bikers Kental,"['Action', 'Comedy', 'Romance']",2013,5.5
Aatank Hi Aatank,"['Action', 'Crime', 'Drama']",1995,4.6
Grainne Uaile: The Movie,['Action'],2022,7.7
Arcadia,"['Action', 'Sci-Fi', 'Thriller']",2016,4.1
Crossfire,"['Action', 'Thriller']",2022,0
Act of Piracy,"['Action', 'Crime', 'Thriller']",1988,4.4
Vice Girls,"['Action', 'Crime', 'Drama']",1997,3.7
A Viking Saga: The Darkest Day,"['Action', 'Adventure', 'Thriller']",2013,4.1
Gunfighter's Moon,"['Action', 'Drama', 'Romance']",1995,6.4
Uppi 2,"['Action', 'Mystery', 'Thriller']",2015,7.8
SFX Retaliator,['Action'],1987,3.8
Bob the Builder: Mega Machines,"['Animation', 'Action', 'Adventure']",2017,4.7
Untitled Hong Kong Action Thriller,['Action'],,0
Rana Vikrama,"['Action', 'Thriller']",2015,6.5
Night of the Living Dead: Darkest Dawn,"['Animation', 'Action', 'Horror']",2015,3.8
School Fight,"['Action', 'Comedy']",,0
"Blood, Guts, Bullets and Octane","['Action', 'Comedy', 'Crime']",1998,5.2
Kyodai hiroin mugen no seresutia,"['Action', 'Adult', 'Sci-Fi']",2016,6.1
Puli,"['Action', 'Adventure', 'Fantasy']",2015,4.3
Son of India,"['Action', 'Drama', 'History']",2022,6.7
Desh Drohi,"['Action', 'Thriller']",2008,1.2
Commando 2,"['Action', 'Adventure', 'Thriller']",2017,5.3
Paruthiveeran,"['Action', 'Drama', 'Romance']",2007,8.2
Poruno jidaigeki: Bôhachi bushidô,"['Action', 'Drama', 'Thriller']",1973,6.8
The Eagle and the Hawk,"['Action', 'Drama', 'War']",1933,7.1
Detroit 9000,"['Action', 'Crime', 'Drama']",1973,6.3
Hostile Intentions,"['Action', 'Drama', 'Thriller']",1995,3.8
Skeeter,"['Action', 'Horror', 'Sci-Fi']",1993,3.3
The Fighting 69th,"['Action', 'Adventure', 'Biography']",1940,6.6
Main Nagin Tu Nagina,"['Action', 'Drama', 'Romance']",2011,4.1
Collider,"['Action', 'Sci-Fi']",2018,3.6
The Kill Reflex,"['Action', 'Crime', 'Thriller']",1989,4
Hume Tumse Pyaar Kitna,"['Action', 'Drama', 'Romance']",2019,4.1
Ambarsariya,"['Action', 'Comedy', 'Family']",2016,7
Three Kinds of Heat,"['Action', 'Comedy']",1987,4
Contract Killers,"['Action', 'Thriller']",2008,4.5
The Dawn Patrol,"['Action', 'Drama', 'War']",1930,7.2
Prem Deewane,"['Action', 'Comedy', 'Drama']",1992,4.8
Izo,"['Action', 'Drama', 'Fantasy']",2004,6
Po Tamburi,"['Action', 'Comedy', 'Music']",2021,5.9
Beyond Mombasa,"['Action', 'Adventure', 'Mystery']",1956,5.7
Hijack,"['Action', 'Thriller']",1998,4.1
Freight,"['Action', 'Crime', 'Drama']",2010,4.1
Rohingya - People from nowhere,"['Action', 'Drama']",2021,4.9
Balance of Power,['Action'],1996,4.6
El Santos vs la Tetona Mendoza,"['Animation', 'Action', 'Comedy']",2012,6.2
The Sons of Summer,"['Action', 'Drama', 'Sport']",,0
Agni Natchathiram,"['Action', 'Crime', 'Drama']",1988,7.7
Every Other Weekend,"['Action', 'Adventure', 'Thriller']",,0
Death Warrior,"['Action', 'Drama', 'Horror']",2009,2.8
Bronco,"['Action', 'Drama', 'Musical']",1991,6.7
Aag Hi Aag,['Action'],1987,5.5
Surieyan,"['Action', 'Drama']",1992,6.2
Beneath Loch Ness,"['Action', 'Adventure', 'Fantasy']",2001,3.2
Jambok-geunmu,"['Action', 'Comedy', 'Crime']",2005,6.2
Kill!,"['Action', 'Comedy', 'Drama']",1971,7.4
The Ultimate Weapon,['Action'],1998,3.4
Sapoot,"['Action', 'Crime', 'Drama']",1996,5.2
Black Eye,"['Action', 'Crime', 'Drama']",1974,5.6
L'opium et le baton,"['Action', 'Drama', 'War']",1969,7.6
All Terrain,['Action'],2022,0
Sinbad: Beyond the Veil of Mists,"['Animation', 'Action', 'Adventure']",2000,4.5
The Shadow Men,"['Action', 'Sci-Fi', 'Thriller']",1997,4.5
Blonde Fist,"['Action', 'Drama', 'Sport']",1991,4.6
Innocent Bystanders,"['Action', 'Adventure', 'Crime']",1972,5.8
Pantham,['Action'],2018,6.1
Aporia,"['Action', 'Adventure', 'Horror']",2019,4
Hitman's Run,"['Action', 'Crime']",1999,4.1
Death Chase,['Action'],1988,5.1
Alibaba Aur 40 Chor,"['Action', 'Adventure', 'Drama']",2004,4.7
NGK,"['Action', 'Drama']",2019,5.8
Mahabharat,"['Animation', 'Action', 'Adventure']",2013,5.3
Dookudu,"['Action', 'Comedy', 'Drama']",2011,7.4
L2: Empuraan,"['Action', 'Crime', 'Thriller']",2023,0
Playing with Dolls,"['Action', 'Comedy', 'Horror']",2015,2.6
Maari,"['Action', 'Comedy', 'Drama']",2015,6.3
Azhagiya Tamilmagan,"['Action', 'Drama', 'Thriller']",2007,4.9
Yaara,"['Action', 'Crime', 'Drama']",2020,6.2
Nexxus,"['Action', 'Sci-Fi']",,0
Jaws 19,"['Action', 'Horror', 'Sci-Fi']",2015,6.4
Abstruse,"['Action', 'Crime', 'Thriller']",2019,3.9
Warlords,"['Action', 'Sci-Fi']",1988,4.1
Karam,"['Action', 'Crime', 'Drama']",2005,5.7
Meri Jung Ka Elaan,['Action'],2000,5.8
Hit List,"['Action', 'Thriller']",1989,5.5
Tarzan Triumphs,"['Action', 'Adventure', 'War']",1943,6.2
Nowhere to Hide,"['Action', 'Thriller']",1987,5.7
The Burning Dead,"['Action', 'Fantasy', 'Horror']",2015,2.3
Painkillers,"['Action', 'Sci-Fi', 'Thriller']",2015,4.1
Jaan Ki Baazi,['Action'],1985,4.4
Shi Dun Ci Ke,['Action'],,0
Awesome Asian Bad Guys,"['Action', 'Comedy']",2014,6.8
The Saratov Approach,"['Action', 'Drama', 'Thriller']",2013,5.4
Average Joe,"['Action', 'Comedy']",2021,2.7
Dangerous Game,['Action'],2017,4.1
Dangerous Game,['Drama'],2017,5.6
American Muscle,['Action'],2014,4.1
Poslednji krug u Monci,"['Action', 'Thriller']",1989,7.8
Diskarte,"['Action', 'Drama']",2002,7
Please Don't Eat the Babies,"['Action', 'Horror']",1983,3.8
Fortune 500 Man,"['Action', 'Crime', 'Drama']",2015,8.2
Khiladi 420,"['Action', 'Romance', 'Thriller']",2000,5.2
Madamigella di Maupin,"['Action', 'Adventure', 'Romance']",1966,6.2
Highway 395,"['Action', 'Crime']",2000,5.6
Caught in the Crossfire,"['Action', 'Crime', 'Drama']",2010,4.4
Notoryus,['Action'],1998,8.2
Aa Gaya Hero,['Action'],2017,2.4
2002,"['Action', 'Comedy', 'Fantasy']",2001,6
Besharam,"['Action', 'Comedy', 'Romance']",2013,3.5
Caravans,"['Action', 'Adventure', 'History']",1978,6
Rama Rao on Duty,['Action'],2022,0
Land Shark,"['Action', 'Adventure', 'Comedy']",2017,2.3
Kureyon Shinchan: Action Kamen vs Haigure Maô,"['Animation', 'Action', 'Adventure']",1993,6.6
Lies & Illusions,"['Action', 'Thriller']",2009,3.5
Classified,"['Action', 'Thriller']",#N/A,0
Andolan,"['Action', 'Comedy', 'Drama']",1995,5
Redeemer,"['Action', 'Crime']",2014,5.4
The Pastor,"['Action', 'Drama']",,0
Uahan segye,"['Action', 'Comedy', 'Crime']",2007,6.8
Seetayya,['Action'],2003,6.4
Club Life,"['Action', 'Drama', 'Thriller']",1986,4.7
Rokto,['Action'],2016,5.9
Bujjigaadu: Made in Chennai,"['Action', 'Drama', 'Romance']",2008,6.2
The Piano Player,"['Action', 'Drama', 'Thriller']",2002,4.3
Action of the Tiger,"['Action', 'Crime', 'Drama']",1957,5
Bhairava Dweepam,"['Action', 'Adventure', 'Comedy']",1994,8.1
Pita Maata Santan,"['Action', 'Drama', 'Romance']",1997,0
Star Trek: Horizon,"['Action', 'Adventure', 'Sci-Fi']",2016,5.7
Lady Ninja Kaede 2,"['Action', 'Comedy', 'History']",2009,3.7
Fearless Hero,['Action'],2011,0
Sinbad and the War of the Furies,"['Action', 'Adventure']",2016,2.6
Chakravarthy,"['Action', 'Crime']",2017,6.3
Balas y Katanas,"['Action', 'Comedy']",2022,0
Pressed,"['Action', 'Crime', 'Drama']",2011,4.6
The Last Tycoon,"['Action', 'Adventure', 'Crime']",1976,6.6
The Last Tycoon,"['Drama', 'Romance']",1976,6.3
Ishrat Made in China,"['Action', 'Comedy', 'Drama']",2022,7.1
Elijah,['Action'],#N/A,0
Kill Speed,"['Action', 'Crime', 'Thriller']",2010,3.8
Nastik,"['Action', 'Drama']",1983,5.4
Bangara s/o Bangarada Manushya,"['Action', 'Drama']",2017,7
Fuga scabrosamente pericolosa,"['Action', 'Adventure']",1981,5.5
The Battle of Bushy Run,"['Action', 'History', 'War']",,0
Meri Ganga Ki Saugandh,['Action'],2003,6.6
Walang iwanan... Peksman!,"['Comedy', 'Romance', 'Action']",2002,0
Buddies in India,"['Action', 'Comedy']",2017,3.7
Muna,"['Action', 'Crime', 'Drama']",2019,7.3
Bachchan,"['Action', 'Crime', 'Thriller']",2013,6.6
AFEREZ,"['Action', 'Adventure', 'Drama']",,0
Rewind,"['Action', 'Drama']",2021,7.5
God Father,"['Action', 'Drama', 'Thriller']",2020,5.5
Behzat Ç. Ankara Yaniyor,"['Action', 'Adventure', 'Crime']",2013,7.4
All Because of You,"['Action', 'Comedy', 'Romance']",2020,4
Bachelor Games,"['Action', 'Adventure', 'Comedy']",2016,4.3
Boogie,"['Animation', 'Action', 'Crime']",2021,6.3
Boogie,"['Drama', 'Sport']",2021,5.1
Sudan,"['Action', 'Adventure', 'Romance']",1945,6
Grease,['Action'],1971,6.1
Mr. Bond,"['Action', 'Adventure', 'Thriller']",1992,3.4
Iceman,"['Action', 'Comedy', 'History']",1984,4.7
Iceman,"['Adventure', 'Drama', 'Thriller']",1984,6.4
Iceman,"['Drama', 'Sci-Fi']",1984,6.1
Viswasam,"['Action', 'Drama']",2019,6.5
Agent Jade Black,['Action'],2020,2
Adventures of Tarzan,"['Action', 'Adventure', 'Comedy']",1985,4.3
Stingray,"['Action', 'Comedy', 'Crime']",1978,5.5
Angels from Hell,['Action'],1968,4.9
Robbing Mussolini,"['Action', 'Comedy', 'Crime']",,0
Slice,"['Action', 'Crime', 'Drama']",2018,6.8
Slice,"['Comedy', 'Crime', 'Fantasy']",2018,4.5
Perfidious,"['Action', 'Thriller']",,0
Jallaad,"['Action', 'Drama']",1995,5.6
Kal Ki Awaz,['Action'],1992,6.2
Welcome to Acapulco,"['Action', 'Comedy', 'Thriller']",2019,4.1
The Game of Death,['Action'],1974,6.2
Beyond the Game,"['Action', 'Drama']",2016,4.6
Argo 2,"['Action', 'Comedy', 'Crime']",2015,6.8
Deadly Vengeance,['Action'],1981,4.9
Peacemaker,"['Action', 'Romance', 'Sci-Fi']",1990,5.2
Rabb Ne Banaiyan Jodiean,"['Action', 'Comedy', 'Crime']",2006,7.4
Chinaman's Chance: America's Other Slaves,"['Action', 'Adventure', 'Drama']",2008,6.1
Dr. Jason,"['Action', 'Horror', 'Mystery']",2022,7.6
Tarzan and the Mermaids,"['Action', 'Adventure']",1948,5.6
Stealth Fighter,"['Action', 'Drama', 'Thriller']",1999,3.4
Subedar Joginder Singh,"['Action', 'Biography', 'Drama']",2018,6.6
The McMasters,"['Action', 'Drama', 'Western']",1970,6
Mercy for Angels,"['Action', 'Drama', 'Thriller']",2015,5.5
Gekijôban Shingeki no Kyojin Kôhen: Jiyû no tsubasa,"['Animation', 'Action', 'Fantasy']",2015,7.8
Kaalo,"['Action', 'Drama', 'Horror']",2010,3.5
The Lucky Texan,"['Action', 'Adventure', 'Romance']",1934,5.6
Manithan,"['Action', 'Crime', 'Drama']",1987,6.2
Itihaas,"['Action', 'Drama', 'Romance']",1997,3.6
Shortcut Romeo,"['Action', 'Crime', 'Drama']",2013,2.7
Mutant Blast,"['Action', 'Comedy', 'Horror']",2018,6.4
The Circuit,"['Action', 'Drama', 'Sport']",2002,3.9
Gears of War,"['Action', 'Adventure', 'Horror']",#N/A,0
The Oath,['Action'],2022,0
The Oath,"['Crime', 'Drama', 'Thriller']",2022,6.4
Ayogya,"['Action', 'Crime', 'Drama']",2019,6.1
Duvvada Jagannadham,"['Action', 'Comedy', 'Crime']",2017,5.8
Phool Aur Angaar,"['Action', 'Drama']",1993,5.7
PlayBoy (and the Gang of Cherry),"['Action', 'Crime', 'Drama']",2017,4.2
A Deadly Obsession,['Action'],2012,4.3
Narappa,"['Action', 'Drama']",2021,7.9
Outlanders,['Action'],2019,8.7
Blast-Off Girls,"['Action', 'Comedy', 'Drama']",1967,4.4
Ice,"['Action', 'Crime']",1994,3.8
Schutzengel,"['Action', 'Crime', 'Drama']",2012,5.7
Konga TNT,"['Action', 'Comedy', 'Sci-Fi']",2020,1.9
Immortal Combat,"['Action', 'Adventure', 'Fantasy']",1994,4.9
Magic Hour,"['Action', 'Comedy']",2023,0
Thunder in the Sun,"['Action', 'Adventure', 'History']",1959,5.5
Zone of the Dead,"['Action', 'Horror', 'Sci-Fi']",2009,3.8
The Ravager,"['Action', 'Horror']",1970,4.3
O21,"['Action', 'Thriller']",2014,7.6
Piedone d'Egitto,"['Action', 'Comedy', 'Crime']",1980,6.1
Blood Circus,['Action'],2017,3.9
Paappan,['Action'],,0
Turbo Kid 2,"['Action', 'Adventure', 'Comedy']",,0
Gammera the Invincible,"['Action', 'Family', 'Sci-Fi']",1966,5
Oomai Sennaai,"['Action', 'Crime', 'Drama']",2021,5.7
Varsham,"['Action', 'Comedy', 'Romance']",2004,7.1
Detention,"['Action', 'Drama', 'Thriller']",2003,4.1
Detention,"['Drama', 'Horror', 'Mystery']",2003,6.7
Baska Semtin Çocuklari,"['Action', 'Crime', 'Drama']",2008,6.6
Death Fighter,['Action'],2017,4.7
War Path,"['Action', 'Crime']",2019,3.3
Once Upon a Time in the Apocalypse,"['Action', 'Adventure']",2021,3.2
Mercenary Fighters,"['Action', 'Adventure', 'Drama']",1988,4.3
Bandhe Haath,"['Action', 'Drama']",1973,5.6
The Way of War,"['Action', 'Thriller']",2009,3.1
I Escaped from Devil's Island,"['Action', 'Adventure']",1973,5.2
Down to the Sea in Ships,"['Action', 'Adventure', 'Drama']",1949,7.3
Kal Kissne Dekha,"['Action', 'Crime', 'Romance']",2009,3.5
Karamveer,['Action'],2004,0
Chakra the Invincible,['Action'],2013,7.3
Chambal Ke Daku,"['Action', 'Thriller']",1982,6.5
Badle Ki Aag,"['Action', 'Drama']",1982,4.9
The Black Arrow,"['Action', 'Adventure', 'History']",1948,6.2
Tough As They Come,"['Action', 'Biography', 'Drama']",,0
View from a Blue Moon,['Action'],2015,6.5
Dawn of the Dragonslayer,"['Action', 'Adventure', 'Fantasy']",2011,4.2
7 Lucky Ninja Kids,"['Action', 'Comedy']",1989,6.8
Hi-Riders,"['Action', 'Crime', 'Drama']",1978,4.9
Don't Mess with My Sister!,"['Action', 'Drama']",1985,3.6
The Last Patrol,"['Action', 'Drama', 'Sci-Fi']",2000,3.6
Epimaco Velasco: NBI,"['Action', 'Drama']",1994,7.7
Mang Kepweng Returns,"['Action', 'Comedy', 'Fantasy']",2017,5.8
Come Back Charleston Blue,"['Action', 'Comedy', 'Crime']",1972,6.4
Bhadra,"['Action', 'Drama', 'Romance']",2005,6.7
Todd McFarlane's Spawn 3: The Ultimate Battle,"['Animation', 'Action', 'Drama']",1999,8.2
The Dark Lurking,"['Action', 'Horror', 'Sci-Fi']",2009,3.2
Cave 2,"['Action', 'Western']",,0
Watan Ke Rakhwale,"['Action', 'Drama', 'Thriller']",1987,5.7
Zhauzhürek myng bala,"['Action', 'Adventure', 'Drama']",2012,6.4
Babangon ako't dudurugin kita,"['Action', 'Drama', 'Thriller']",1989,6.7
Mu-rim-yeo-dae-saeng,"['Action', 'Comedy', 'Romance']",2008,6.1
John Day,"['Action', 'Crime', 'Drama']",2013,5.6
Fireball,"['Action', 'Adventure', 'Drama']",2009,5
Pitbull,"['Action', 'Crime', 'Drama']",2021,4.4
Mufti,"['Action', 'Drama', 'Thriller']",2017,7.9
Ayitha Ezhuthu,"['Action', 'Drama', 'Thriller']",2004,7.9
Pretty Woman,"['Action', 'Comedy', 'Crime']",1990,5.1
Pretty Woman,"['Comedy', 'Romance']",1990,7.1
Super Machi,"['Action', 'Family', 'Romance']",2022,8.3
Seeru,"['Action', 'Drama']",2020,5.3
Badava Rascal,"['Action', 'Comedy']",2021,7.8
Barracuda,"['Action', 'Adventure']",2013,4.2
Lafangey Parindey,"['Action', 'Drama', 'Music']",2010,5.2
O hamenos ta pairnei ola,"['Action', 'Adventure', 'Drama']",2002,6.7
Khelein Hum Jee Jaan Sey,"['Action', 'Drama', 'History']",2010,5.8
"Class of Nuke 'Em High Part 3: The Good, the Bad and the Subhumanoid","['Action', 'Comedy', 'Horror']",1994,4.1
Piranha Sharks,"['Action', 'Comedy', 'Drama']",2016,3.1
Cold Fusion,"['Action', 'Sci-Fi', 'Thriller']",2011,3.2
Saravanan Irukka Bayamaen,"['Action', 'Comedy']",2017,3
Crime in the Streets,"['Action', 'Crime', 'Drama']",1956,6.6
Nose Grind,"['Action', 'Crime', 'Drama']",,0
Heroes,"['Action', 'Adventure', 'Comedy']",2008,5.7
Disappearances,"['Action', 'Adventure', 'Drama']",2006,4.9
Untitled Tom Hardy Outlaw Biker Project,"['Action', 'Drama']",,0
Witchcraft 14: Angel of Death,"['Action', 'Adventure', 'Comedy']",2016,2.8
The Wilderness Road,"['Action', 'History', 'Western']",2021,7.3
Alluri Seetharama Raju,"['Action', 'Biography', 'Drama']",1974,7.8
The Pilot,"['Action', 'Drama']",1980,6.5
Simla Road,"['Action', 'Crime', 'Mystery']",1969,6
Pitbull. Ostatni Pies,"['Action', 'Crime', 'Drama']",2018,6.2
The Lost Princess,"['Action', 'Adventure']",,0
Static Shock,"['Action', 'Adventure', 'Sci-Fi']",,0
Desert Command,"['Action', 'Adventure', 'Mystery']",1946,4.8
Charlie,"['Action', 'Crime', 'Drama']",2004,5.5
Phantom Boy,"['Animation', 'Action', 'Adventure']",2015,6.6
Aadhi,"['Action', 'Thriller']",2018,6.4
Bullfighter,"['Action', 'Adventure', 'Fantasy']",2000,2.4
Daisy Derkins and the Dinosaur Apocalypse,['Action'],2021,0
Made Men,"['Action', 'Comedy', 'Thriller']",1999,5.9
Liquid Bridge,"['Action', 'Drama']",2003,3.4
Sullan,"['Action', 'Crime', 'Drama']",2004,3.1
Spooks,"['Action', 'Adventure', 'Comedy']",2011,6.7
The Golden Lady,"['Action', 'Thriller']",1979,4.3
Toby McTeague,"['Action', 'Adventure', 'Drama']",1985,5.8
Double Tap,"['Action', 'Crime', 'Drama']",1997,5.2
Metal Skin,"['Action', 'Drama', 'Romance']",1994,6
Himmat,"['Action', 'Drama', 'Thriller']",1996,4.5
Spider-Man: Identity,['Action'],2019,5.8
April Rain,['Action'],2014,2.9
Orions belte,"['Action', 'Thriller']",1985,6.8
Above and Beyond,"['Action', 'Biography', 'Drama']",1952,6.9
Jatt Te Zameen,"['Action', 'Crime', 'Drama']",1989,6.6
